t1,branch_id,band_index,real_E,imag_E,abs_E
1.0600000000000005,65,78,0.9992404843187378,-0.5612078963871182,1.146052288714961
1.0600000000000005,66,66,-0.9879372776414524,-0.5418259240658331,1.1267632389030973
1.0600000000000005,67,68,0.9931909226080204,0.550890537593563,1.1357414288301257
1.0600000000000005,68,31,-0.8855541866264975,0.33413588927295484,0.9464951188209826
1.0600000000000005,69,70,0.9931909226080208,-0.5508905375935631,1.1357414288301262
1.0600000000000005,70,74,-0.9969663301471064,0.5573441079465624,1.1421796347815605
1.0600000000000005,71,75,0.9969663301471064,-0.5573441079465624,1.1421796347815605
1.0600000000000005,72,11,-0.8233918300004592,0.10812787213887501,0.8304611625144105
1.0600000000000005,73,39,0.9145904650292649,-0.40134972336177793,0.9987779128339906
1.0600000000000005,74,72,-0.996966330147106,-0.5573441079465626,1.14217963478156
1.0600000000000005,75,73,0.996966330147106,0.5573441079465626,1.14217963478156
1.0600000000000005,76,79,-0.9992404843187378,0.5612078963871182,1.146052288714961
1.0600000000000005,77,76,0.9992404843187371,0.5612078963871179,1.1460522887149602
1.0600000000000005,78,77,-0.9992404843187371,-0.5612078963871179,1.1460522887149602
1.0600000000000005,79,30,0.8855541866264975,-0.33413588927295484,0.9464951188209826
1.08,0,71,-0.9939055953762161,-0.5118903759187139,1.117980361848254
1.08,1,20,0.876005628288444,0.23021449550152295,0.9057508347951175
1.08,2,2,0.8432485016734802,-4.457415700183431e-16,0.8432485016734802
1.08,3,3,-0.8432485016734802,4.457415700183431e-16,0.8432485016734802
1.08,4,0,3.518033175077594e-08,-1.7452221285479513e-09,3.5223593547118775e-08
1.08,5,1,-3.518033175077594e-08,1.7452221285479513e-09,3.5223593547118775e-08
1.08,6,6,-0.8447673800680945,-0.049064966545906495,0.846191052522575
1.08,7,7,0.8447673800680945,0.049064966545906495,0.846191052522575
1.08,8,21,-0.876005628288444,-0.23021449550152295,0.9057508347951175
1.08,9,11,0.8492016459931457,0.09728083397878988,0.8547555183893678
1.08,10,69,-0.9939055953762149,0.5118903759187131,1.1179803618482524
1.08,11,8,0.8492016459931446,-0.09728083397878932,0.8547555183893666
1.08,12,35,-0.9124886093447749,-0.33860829433567374,0.973288774812941
1.08,13,62,0.9832433062370006,0.49190605052974873,1.0994266513995574
1.08,14,12,-0.8562140881593137,0.1439004086351406,0.8682222597744459
