campaign,label,L,m,d,p,time,observable,mean,standard_deviation,standard_error,realizations
transition,d15,12,11,15,0.8675000000000002,49,tripartite_mutual_information,-0.37499999999999994,0.33034373632170494,0.11679414803778917,8
transition,d15,12,11,15,0.9025000000000001,49,half_chain_entropy,0.49999999999999994,0.4364357804719847,0.15430334996209188,8
transition,d15,12,11,15,0.9025000000000001,49,tripartite_mutual_information,-0.041666666666666664,0.1178511301977579,0.04166666666666666,8
transition,d15,12,11,15,0.9375000000000001,49,half_chain_entropy,0.125,0.2480079363809483,0.08768404680152521,8
transition,d15,12,11,15,0.9375000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,12,11,15,0.9725000000000001,49,half_chain_entropy,0.0,0.0,0.0,8
transition,d15,12,11,15,0.9725000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,16,11,15,0.7275,49,half_chain_entropy,14.5,0.6900655593423543,0.2439750182371333,8
transition,d15,16,11,15,0.7275,49,tripartite_mutual_information,-10.708333333333334,1.0455878577403086,0.3696711322672437,8
transition,d15,16,11,15,0.7625000000000001,49,half_chain_entropy,11.416666666666668,0.8498365855987972,0.30046260628866567,8
transition,d15,16,11,15,0.7625000000000001,49,tripartite_mutual_information,-7.583333333333334,1.164964745021435,0.411877235523957,8
transition,d15,16,11,15,0.7975000000000001,49,half_chain_entropy,8.583333333333334,0.8683134537528794,0.3069951656720863,8
transition,d15,16,11,15,0.7975000000000001,49,tripartite_mutual_information,-4.916666666666666,1.035098339013531,0.36596252735569984,8
transition,d15,16,11,15,0.8325,49,half_chain_entropy,5.041666666666666,1.0606601717798212,0.37499999999999994,8
transition,d15,16,11,15,0.8325,49,tripartite_mutual_information,-1.7083333333333333,0.8054871344779653,0.28478270747394485,8
transition,d15,16,11,15,0.8675000000000002,49,half_chain_entropy,1.875,0.9748829803606305,0.3446731831381768,8
transition,d15,16,11,15,0.8675000000000002,49,tripartite_mutual_information,-0.125,0.2480079363809483,0.08768404680152521,8
transition,d15,16,11,15,0.9025000000000001,49,half_chain_entropy,0.7499999999999999,0.3450327796711771,0.12198750911856665,8
transition,d15,16,11,15,0.9025000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,16,11,15,0.9375000000000001,49,half_chain_entropy,0.16666666666666666,0.1781741612749496,0.0629940788348712,8
transition,d15,16,11,15,0.9375000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,16,11,15,0.9725000000000001,49,half_chain_entropy,0.0,0.0,0.0,8
transition,d15,16,11,15,0.9725000000000001,49,tripartite_mutual_information,0.0,0.0,0.0,8
transition,d15,24,11,15,0.7275,73,half_chain_entropy,22.416666666666668,1.0350983390135309,0.3659625273556998,8
transition,d15,24,11,15,0.7275,73,tripartite_mutual_information,-17.958333333333336,1.030295072543753,0.3642643162093868,8
transition,d15,24,11,15,0.7625000000000001,73,half_chain_entropy,16.458333333333336,0.9074209047695,0.32082173757647287,8
transition,d15,24,11,15,0.7625000000000001,73,tripartite_mutual_information,-11.791666666666666,1.402237441116818,0.495765801723687,8
transition,d15,24,11,15,0.7975000000000001,73,half_chain_entropy,12.416666666666666,0.6107502542086027,0.21593282318115536,8
transition,d15,24,11,15,0.7975000000000001,73,tripartite_mutual_information,-7.958333333333333,0.8054871344779653,0.28478270747394485,8
