model,launch,time_ns,site_i,site_j,G_ij
hardcore,Q1_Q12,37.5,5,11,0.006711794536518207
hardcore,Q1_Q12,37.5,5,12,0.0036389940945603058
hardcore,Q1_Q12,37.5,6,1,0.0009547220998826576
hardcore,Q1_Q12,37.5,6,2,0.0013430985233316114
hardcore,Q1_Q12,37.5,6,3,0.004619777159322835
hardcore,Q1_Q12,37.5,6,4,0.015835632454830426
hardcore,Q1_Q12,37.5,6,5,0.05538190388219997
hardcore,Q1_Q12,37.5,6,6,0.0
hardcore,Q1_Q12,37.5,6,7,0.08691274863766484
hardcore,Q1_Q12,37.5,6,8,0.05571995380987593
hardcore,Q1_Q12,37.5,6,9,0.059201074523543284
hardcore,Q1_Q12,37.5,6,10,0.004245994775326854
hardcore,Q1_Q12,37.5,6,11,0.003631665790113035
hardcore,Q1_Q12,37.5,6,12,0.002199143275385359
hardcore,Q1_Q12,37.5,7,1,0.0028098683425960107
hardcore,Q1_Q12,37.5,7,2,0.0029366160475564765
hardcore,Q1_Q12,37.5,7,3,0.008391749040798126
hardcore,Q1_Q12,37.5,7,4,0.07139664031203248
hardcore,Q1_Q12,37.5,7,5,0.06023417383439186
hardcore,Q1_Q12,37.5,7,6,0.08691274863766484
hardcore,Q1_Q12,37.5,7,7,0.0
hardcore,Q1_Q12,37.5,7,8,0.050783022091445876
hardcore,Q1_Q12,37.5,7,9,0.011974280440112147
hardcore,Q1_Q12,37.5,7,10,0.0026360222661790888
hardcore,Q1_Q12,37.5,7,11,0.0015826715118618295
hardcore,Q1_Q12,37.5,7,12,0.0007109471714213905
hardcore,Q1_Q12,37.5,8,1,0.004364155417037229
hardcore,Q1_Q12,37.5,8,2,0.005098462763339629
hardcore,Q1_Q12,37.5,8,3,0.015700930265456808
hardcore,Q1_Q12,37.5,8,4,0.09618456332956628
hardcore,Q1_Q12,37.5,8,5,0.1416753836024358
hardcore,Q1_Q12,37.5,8,6,0.05571995380987593
hardcore,Q1_Q12,37.5,8,7,0.050783022091445876
hardcore,Q1_Q12,37.5,8,8,0.0
hardcore,Q1_Q12,37.5,8,9,0.009676635880692145
hardcore,Q1_Q12,37.5,8,10,7.568680101479104e-05
hardcore,Q1_Q12,37.5,8,11,0.00020196100670795089
hardcore,Q1_Q12,37.5,8,12,0.00021016481799882941
hardcore,Q1_Q12,37.5,9,1,0.0030489923031775737
hardcore,Q1_Q12,37.5,9,2,0.0034021190445203266
hardcore,Q1_Q12,37.5,9,3,0.01016737589913065
hardcore,Q1_Q12,37.5,9,4,0.0714151322012512
hardcore,Q1_Q12,37.5,9,5,0.08404579842737782
hardcore,Q1_Q12,37.5,9,6,0.059201074523543284
hardcore,Q1_Q12,37.5,9,7,0.011974280440112147
hardcore,Q1_Q12,37.5,9,8,0.009676635880692145
hardcore,Q1_Q12,37.5,9,9,0.0
hardcore,Q1_Q12,37.5,9,10,0.0003307791756502844
hardcore,Q1_Q12,37.5,9,11,0.00010951925459699402
hardcore,Q1_Q12,37.5,9,12,2.1156318965688313e-05
hardcore,Q1_Q12,37.5,10,1,0.0002923216296640519
hardcore,Q1_Q12,37.5,10,2,0.0003370928494787046
hardcore,Q1_Q12,37.5,10,3,0.0010294264859473943
hardcore,Q1_Q12,37.5,10,4,0.006556879709659531
hardcore,Q1_Q12,37.5,10,5,0.009068837410578755
hardcore,Q1_Q12,37.5,10,6,0.004245994775326854
hardcore,Q1_Q12,37.5,10,7,0.0026360222661790888
hardcore,Q1_Q12,37.5,10,8,7.568680101479104e-05
hardcore,Q1_Q12,37.5,10,9,0.0003307791756502844
hardcore,Q1_Q12,37.5,10,10,0.0
hardcore,Q1_Q12,37.5,10,11,2.8966400664377227e-06
hardcore,Q1_Q12,37.5,10,12,5.168955407051035e-06
hardcore,Q1_Q12,37.5,11,1,0.000225156287713484
hardcore,Q1_Q12,37.5,11,2,0.0002567298677244633
hardcore,Q1_Q12,37.5,11,3,0.0007782803065556252
hardcore,Q1_Q12,37.5,11,4,0.005126719479508485
hardcore,Q1_Q12,37.5,11,5,0.006711794536518207
hardcore,Q1_Q12,37.5,11,6,0.003631665790113035
hardcore,Q1_Q12,37.5,11,7,0.0015826715118618295
hardcore,Q1_Q12,37.5,11,8,0.00020196100670795089
hardcore,Q1_Q12,37.5,11,9,0.00010951925459699402
hardcore,Q1_Q12,37.5,11,10,2.8966400664377227e-06
hardcore,Q1_Q12,37.5,11,11,0.0
hardcore,Q1_Q12,37.5,11,12,7.70505661754616e-07
hardcore,Q1_Q12,37.5,12,1,0.00012603480436534546
hardcore,Q1_Q12,37.5,12,2,0.00014243526238005602
hardcore,Q1_Q12,37.5,12,3,0.00042928018658339824
hardcore,Q1_Q12,37.5,12,4,0.0029035711704616845
hardcore,Q1_Q12,37.5,12,5,0.0036389940945603058
hardcore,Q1_Q12,37.5,12,6,0.002199143275385359
hardcore,Q1_Q12,37.5,12,7,0.0007109471714213905
hardcore,Q1_Q12,37.5,12,8,0.00021016481799882941
hardcore,Q1_Q12,37.5,12,9,2.1156318965688313e-05
hardcore,Q1_Q12,37.5,12,10,5.168955407051035e-06
hardcore,Q1_Q12,37.5,12,11,7.70505661754616e-07
hardcore,Q1_Q12,37.5,12,12,0.0
hardcore,Q1_Q12,46.5,1,1,0.0
hardcore,Q1_Q12,46.5,1,2,4.426350062105999e-06
hardcore,Q1_Q12,46.5,1,3,5.749919055511058e-06
hardcore,Q1_Q12,46.5,1,4,6.55798546190131e-06
hardcore,Q1_Q12,46.5,1,5,2.8198720533198227e-05
hardcore,Q1_Q12,46.5,1,6,9.227455013758209e-05
hardcore,Q1_Q12,46.5,1,7,2.554883465590117e-05
hardcore,Q1_Q12,46.5,1,8,3.4978957604654545e-05
hardcore,Q1_Q12,46.5,1,9,5.039969867815457e-06
hardcore,Q1_Q12,46.5,1,10,3.9747550512088244e-07
hardcore,Q1_Q12,46.5,1,11,8.613828130822512e-07
hardcore,Q1_Q12,46.5,1,12,5.7440158928472916e-08
hardcore,Q1_Q12,46.5,2,1,4.426350062105999e-06
hardcore,Q1_Q12,46.5,2,2,0.0
hardcore,Q1_Q12,46.5,2,3,0.0003812701566152192
hardcore,Q1_Q12,46.5,2,4,0.0012477491305548385
hardcore,Q1_Q12,46.5,2,5,0.001504387513465756
hardcore,Q1_Q12,46.5,2,6,0.010360618269328499
hardcore,Q1_Q12,46.5,2,7,0.00547933236852639
hardcore,Q1_Q12,46.5,2,8,0.006295935920865422
hardcore,Q1_Q12,46.5,2,9,5.379370333780616e-05
hardcore,Q1_Q12,46.5,2,10,0.0006353430251885021
hardcore,Q1_Q12,46.5,2,11,0.0005639962259510922
hardcore,Q1_Q12,46.5,2,12,7.80584595444773e-06
hardcore,Q1_Q12,46.5,3,1,5.749919055511058e-06
hardcore,Q1_Q12,46.5,3,2,0.0003812701566152192
hardcore,Q1_Q12,46.5,3,3,0.0
hardcore,Q1_Q12,46.5,3,4,0.00027200456937295423
hardcore,Q1_Q12,46.5,3,5,0.008740554624758043
hardcore,Q1_Q12,46.5,3,6,0.0007213920424770953
hardcore,Q1_Q12,46.5,3,7,0.017233996974391597
hardcore,Q1_Q12,46.5,3,8,0.0012634371126936466
hardcore,Q1_Q12,46.5,3,9,0.0008523506170323717
hardcore,Q1_Q12,46.5,3,10,0.0011957553637996728
hardcore,Q1_Q12,46.5,3,11,0.00034053661520657834
hardcore,Q1_Q12,46.5,3,12,9.215777893903117e-07
hardcore,Q1_Q12,46.5,4,1,6.55798546190131e-06
hardcore,Q1_Q12,46.5,4,2,0.0012477491305548385
hardcore,Q1_Q12,46.5,4,3,0.00027200456937295423
hardcore,Q1_Q12,46.5,4,4,0.0
hardcore,Q1_Q12,46.5,4,5,0.018596202764375753
hardcore,Q1_Q12,46.5,4,6,0.0013976419855785413
hardcore,Q1_Q12,46.5,4,7,0.030612693373003593
hardcore,Q1_Q12,46.5,4,8,7.385709239351693e-06
hardcore,Q1_Q12,46.5,4,9,0.0021734192326677356
hardcore,Q1_Q12,46.5,4,10,0.0017028753039472645
hardcore,Q1_Q12,46.5,4,11,0.00017753607927099336
hardcore,Q1_Q12,46.5,4,12,3.8835520118675496e-07
hardcore,Q1_Q12,46.5,5,1,2.8198720533198227e-05
hardcore,Q1_Q12,46.5,5,2,0.001504387513465756
hardcore,Q1_Q12,46.5,5,3,0.008740554624758043
hardcore,Q1_Q12,46.5,5,4,0.018596202764375753
hardcore,Q1_Q12,46.5,5,5,0.0
hardcore,Q1_Q12,46.5,5,6,0.18835925875445356
hardcore,Q1_Q12,46.5,5,7,0.008770253600298051
hardcore,Q1_Q12,46.5,5,8,0.09567045940021769
hardcore,Q1_Q12,46.5,5,9,0.0005232879661141587
hardcore,Q1_Q12,46.5,5,10,0.002703739816001879
hardcore,Q1_Q12,46.5,5,11,0.005937013693189527
hardcore,Q1_Q12,46.5,5,12,0.00013156611342488305
hardcore,Q1_Q12,46.5,6,1,9.227455013758209e-05
hardcore,Q1_Q12,46.5,6,2,0.010360618269328499
hardcore,Q1_Q12,46.5,6,3,0.0007213920424770953
hardcore,Q1_Q12,46.5,6,4,0.0013976419855785413
hardcore,Q1_Q12,46.5,6,5,0.18835925875445356
hardcore,Q1_Q12,46.5,6,6,0.0
hardcore,Q1_Q12,46.5,6,7,0.3393249812669721
hardcore,Q1_Q12,46.5,6,8,0.0057983126096810235
hardcore,Q1_Q12,46.5,6,9,0.020192726413040825
hardcore,Q1_Q12,46.5,6,10,0.02119577977321142
hardcore,Q1_Q12,46.5,6,11,0.0040359891237265865
hardcore,Q1_Q12,46.5,6,12,1.3484110906983533e-06
hardcore,Q1_Q12,46.5,7,1,2.554883465590117e-05
hardcore,Q1_Q12,46.5,7,2,0.00547933236852639
hardcore,Q1_Q12,46.5,7,3,0.017233996974391597
hardcore,Q1_Q12,46.5,7,4,0.030612693373003593
hardcore,Q1_Q12,46.5,7,5,0.008770253600298051
hardcore,Q1_Q12,46.5,7,6,0.3393249812669721
hardcore,Q1_Q12,46.5,7,7,0.0
hardcore,Q1_Q12,46.5,7,8,0.15897557668582618
hardcore,Q1_Q12,46.5,7,9,0.003765780964389511
hardcore,Q1_Q12,46.5,7,10,0.0014726847722708624
hardcore,Q1_Q12,46.5,7,11,0.00804790688877678
hardcore,Q1_Q12,46.5,7,12,0.0002293611113706209
hardcore,Q1_Q12,46.5,8,1,3.4978957604654545e-05
hardcore,Q1_Q12,46.5,8,2,0.006295935920865422
hardcore,Q1_Q12,46.5,8,3,0.0012634371126936466
hardcore,Q1_Q12,46.5,8,4,7.385709239351693e-06
hardcore,Q1_Q12,46.5,8,5,0.09567045940021769
hardcore,Q1_Q12,46.5,8,6,0.0057983126096810235
hardcore,Q1_Q12,46.5,8,7,0.15897557668582618
hardcore,Q1_Q12,46.5,8,8,0.0
hardcore,Q1_Q12,46.5,8,9,0.01108521881761118
hardcore,Q1_Q12,46.5,8,10,0.008955709341199061
hardcore,Q1_Q12,46.5,8,11,0.0010085292044329159
hardcore,Q1_Q12,46.5,8,12,1.403978879060282e-06
hardcore,Q1_Q12,46.5,9,1,5.039969867815457e-06
hardcore,Q1_Q12,46.5,9,2,5.379370333780616e-05
hardcore,Q1_Q12,46.5,9,3,0.0008523506170323717
hardcore,Q1_Q12,46.5,9,4,0.0021734192326677356
hardcore,Q1_Q12,46.5,9,5,0.0005232879661141587
hardcore,Q1_Q12,46.5,9,6,0.020192726413040825
hardcore,Q1_Q12,46.5,9,7,0.003765780964389511
hardcore,Q1_Q12,46.5,9,8,0.01108521881761118
hardcore,Q1_Q12,46.5,9,9,0.0
hardcore,Q1_Q12,46.5,9,10,0.0006100216495024265
hardcore,Q1_Q12,46.5,9,11,0.0008166343023758674
hardcore,Q1_Q12,46.5,9,12,1.456778291165441e-05
hardcore,Q1_Q12,46.5,10,1,3.9747550512088244e-07
hardcore,Q1_Q12,46.5,10,2,0.0006353430251885021
hardcore,Q1_Q12,46.5,10,3,0.0011957553637996728
hardcore,Q1_Q12,46.5,10,4,0.0017028753039472645
hardcore,Q1_Q12,46.5,10,5,0.002703739816001879
hardcore,Q1_Q12,46.5,10,6,0.02119577977321142
hardcore,Q1_Q12,46.5,10,7,0.0014726847722708624
hardcore,Q1_Q12,46.5,10,8,0.008955709341199061
hardcore,Q1_Q12,46.5,10,9,0.0006100216495024265
hardcore,Q1_Q12,46.5,10,10,0.0
hardcore,Q1_Q12,46.5,10,11,0.0003325485447594433
hardcore,Q1_Q12,46.5,10,12,1.3753674096682725e-05
hardcore,Q1_Q12,46.5,11,1,8.613828130822512e-07
hardcore,Q1_Q12,46.5,11,2,0.0005639962259510922
hardcore,Q1_Q12,46.5,11,3,0.00034053661520657834
hardcore,Q1_Q12,46.5,11,4,0.00017753607927099336
hardcore,Q1_Q12,46.5,11,5,0.005937013693189527
hardcore,Q1_Q12,46.5,11,6,0.0040359891237265865
hardcore,Q1_Q12,46.5,11,7,0.00804790688877678
hardcore,Q1_Q12,46.5,11,8,0.0010085292044329159
hardcore,Q1_Q12,46.5,11,9,0.0008166343023758674
hardcore,Q1_Q12,46.5,11,10,0.0003325485447594433
hardcore,Q1_Q12,46.5,11,11,0.0
hardcore,Q1_Q12,46.5,11,12,2.169293725522414e-06
hardcore,Q1_Q12,46.5,12,1,5.7440158928472916e-08
hardcore,Q1_Q12,46.5,12,2,7.80584595444773e-06
hardcore,Q1_Q12,46.5,12,3,9.215777893903117e-07
hardcore,Q1_Q12,46.5,12,4,3.8835520118675496e-07
hardcore,Q1_Q12,46.5,12,5,0.00013156611342488305
hardcore,Q1_Q12,46.5,12,6,1.3484110906983533e-06
hardcore,Q1_Q12,46.5,12,7,0.0002293611113706209
hardcore,Q1_Q12,46.5,12,8,1.403978879060282e-06
hardcore,Q1_Q12,46.5,12,9,1.456778291165441e-05
hardcore,Q1_Q12,46.5,12,10,1.3753674096682725e-05
hardcore,Q1_Q12,46.5,12,11,2.169293725522414e-06
hardcore,Q1_Q12,46.5,12,12,0.0
hardcore,Q1_Q12,55.5,1,1,0.0
hardcore,Q1_Q12,55.5,1,2,5.523700110159609e-05
hardcore,Q1_Q12,55.5,1,3,0.0006624756021017002
hardcore,Q1_Q12,55.5,1,4,0.00014035345987330842
hardcore,Q1_Q12,55.5,1,5,0.0007403226606809875
hardcore,Q1_Q12,55.5,1,6,0.0031904896018622973
hardcore,Q1_Q12,55.5,1,7,0.00019854256335859888
hardcore,Q1_Q12,55.5,1,8,0.001138677323924984
hardcore,Q1_Q12,55.5,1,9,0.0013520721734021457
hardcore,Q1_Q12,55.5,1,10,3.0715624335778396e-05
hardcore,Q1_Q12,55.5,1,11,3.4616158079912396e-05
hardcore,Q1_Q12,55.5,1,12,5.35940789431671e-05
hardcore,Q1_Q12,55.5,2,1,5.523700110159609e-05
hardcore,Q1_Q12,55.5,2,2,0.0
hardcore,Q1_Q12,55.5,2,3,0.0004386367001041011
hardcore,Q1_Q12,55.5,2,4,0.000562576156128607
hardcore,Q1_Q12,55.5,2,5,0.00010536899340067299
hardcore,Q1_Q12,55.5,2,6,0.0020007230422802963
hardcore,Q1_Q12,55.5,2,7,0.004500207069065623
hardcore,Q1_Q12,55.5,2,8,0.0039253394027859165
hardcore,Q1_Q12,55.5,2,9,0.0020649815067428053
hardcore,Q1_Q12,55.5,2,10,0.0008254653124567169
hardcore,Q1_Q12,55.5,2,11,0.00020905955308931308
hardcore,Q1_Q12,55.5,2,12,5.69804546009568e-05
hardcore,Q1_Q12,55.5,3,1,0.0006624756021017002
hardcore,Q1_Q12,55.5,3,2,0.0004386367001041011
hardcore,Q1_Q12,55.5,3,3,0.0
hardcore,Q1_Q12,55.5,3,4,0.013346239411975833
hardcore,Q1_Q12,55.5,3,5,0.012593975558205071
hardcore,Q1_Q12,55.5,3,6,1.821175019546119e-05
hardcore,Q1_Q12,55.5,3,7,0.03709977418069478
hardcore,Q1_Q12,55.5,3,8,0.014855651925199167
hardcore,Q1_Q12,55.5,3,9,0.0028894570412028903
hardcore,Q1_Q12,55.5,3,10,0.007036095204295459
hardcore,Q1_Q12,55.5,3,11,0.0011218106329297557
hardcore,Q1_Q12,55.5,3,12,3.0379963789790592e-05
hardcore,Q1_Q12,55.5,4,1,0.00014035345987330842
hardcore,Q1_Q12,55.5,4,2,0.000562576156128607
hardcore,Q1_Q12,55.5,4,3,0.013346239411975833
hardcore,Q1_Q12,55.5,4,4,0.0
hardcore,Q1_Q12,55.5,4,5,0.004966111488375853
hardcore,Q1_Q12,55.5,4,6,0.06328349896443079
hardcore,Q1_Q12,55.5,4,7,0.023073953558023958
hardcore,Q1_Q12,55.5,4,8,0.043081219572018034
hardcore,Q1_Q12,55.5,4,9,0.036017961065275376
hardcore,Q1_Q12,55.5,4,10,0.004030343168434882
hardcore,Q1_Q12,55.5,4,11,0.0017492826279327585
hardcore,Q1_Q12,55.5,4,12,0.0012528690894695119
hardcore,Q1_Q12,55.5,5,1,0.0007403226606809875
hardcore,Q1_Q12,55.5,5,2,0.00010536899340067299
hardcore,Q1_Q12,55.5,5,3,0.012593975558205071
hardcore,Q1_Q12,55.5,5,4,0.004966111488375853
hardcore,Q1_Q12,55.5,5,5,0.0
hardcore,Q1_Q12,55.5,5,6,0.05845100911734327
hardcore,Q1_Q12,55.5,5,7,0.07025241785449649
hardcore,Q1_Q12,55.5,5,8,0.07616200699331191
hardcore,Q1_Q12,55.5,5,9,0.047153021216813314
hardcore,Q1_Q12,55.5,5,10,0.012732281886274299
hardcore,Q1_Q12,55.5,5,11,0.003728269761410065
hardcore,Q1_Q12,55.5,5,12,0.001424765483785455
hardcore,Q1_Q12,55.5,6,1,0.0031904896018622973
hardcore,Q1_Q12,55.5,6,2,0.0020007230422802963
hardcore,Q1_Q12,55.5,6,3,1.821175019546119e-05
hardcore,Q1_Q12,55.5,6,4,0.06328349896443079
hardcore,Q1_Q12,55.5,6,5,0.05845100911734327
hardcore,Q1_Q12,55.5,6,6,0.0
hardcore,Q1_Q12,55.5,6,7,0.1806534135123003
hardcore,Q1_Q12,55.5,6,8,0.07456930988872625
hardcore,Q1_Q12,55.5,6,9,0.015391201971725022
hardcore,Q1_Q12,55.5,6,10,0.034225060666589334
hardcore,Q1_Q12,55.5,6,11,0.005547008493510339
hardcore,Q1_Q12,55.5,6,12,0.00017714765333073581
hardcore,Q1_Q12,55.5,7,1,0.00019854256335859888
hardcore,Q1_Q12,55.5,7,2,0.004500207069065623
hardcore,Q1_Q12,55.5,7,3,0.03709977418069478
hardcore,Q1_Q12,55.5,7,4,0.023073953558023958
hardcore,Q1_Q12,55.5,7,5,0.07025241785449649
hardcore,Q1_Q12,55.5,7,6,0.1806534135123003
hardcore,Q1_Q12,55.5,7,7,0.0
hardcore,Q1_Q12,55.5,7,8,0.03452096401477369
hardcore,Q1_Q12,55.5,7,9,0.06038934633632504
hardcore,Q1_Q12,55.5,7,10,1.976863937178479e-05
hardcore,Q1_Q12,55.5,7,11,0.0006601434338587904
hardcore,Q1_Q12,55.5,7,12,0.002679848950144088
hardcore,Q1_Q12,55.5,8,1,0.001138677323924984
hardcore,Q1_Q12,55.5,8,2,0.0039253394027859165
hardcore,Q1_Q12,55.5,8,3,0.014855651925199167
hardcore,Q1_Q12,55.5,8,4,0.043081219572018034
hardcore,Q1_Q12,55.5,8,5,0.07616200699331191
hardcore,Q1_Q12,55.5,8,6,0.07456930988872625
hardcore,Q1_Q12,55.5,8,7,0.03452096401477369
hardcore,Q1_Q12,55.5,8,8,0.0
hardcore,Q1_Q12,55.5,8,9,0.010743688600633244
hardcore,Q1_Q12,55.5,8,10,0.007010233913378972
hardcore,Q1_Q12,55.5,8,11,0.00025760096496310055
hardcore,Q1_Q12,55.5,8,12,0.0007530117805830237
hardcore,Q1_Q12,55.5,9,1,0.0013520721734021457
hardcore,Q1_Q12,55.5,9,2,0.0020649815067428053
hardcore,Q1_Q12,55.5,9,3,0.0028894570412028903
hardcore,Q1_Q12,55.5,9,4,0.036017961065275376
hardcore,Q1_Q12,55.5,9,5,0.047153021216813314
hardcore,Q1_Q12,55.5,9,6,0.015391201971725022
hardcore,Q1_Q12,55.5,9,7,0.06038934633632504
hardcore,Q1_Q12,55.5,9,8,0.010743688600633244
hardcore,Q1_Q12,55.5,9,9,0.0
hardcore,Q1_Q12,55.5,9,10,0.011720163048728334
hardcore,Q1_Q12,55.5,9,11,0.0012646370509623959
hardcore,Q1_Q12,55.5,9,12,5.497997967282157e-05
hardcore,Q1_Q12,55.5,10,1,3.0715624335778396e-05
hardcore,Q1_Q12,55.5,10,2,0.0008254653124567169
hardcore,Q1_Q12,55.5,10,3,0.007036095204295459
hardcore,Q1_Q12,55.5,10,4,0.004030343168434882
hardcore,Q1_Q12,55.5,10,5,0.012732281886274299
hardcore,Q1_Q12,55.5,10,6,0.034225060666589334
hardcore,Q1_Q12,55.5,10,7,1.976863937178479e-05
hardcore,Q1_Q12,55.5,10,8,0.007010233913378972
hardcore,Q1_Q12,55.5,10,9,0.011720163048728334
hardcore,Q1_Q12,55.5,10,10,0.0
hardcore,Q1_Q12,55.5,10,11,0.0001430979734569278
hardcore,Q1_Q12,55.5,10,12,0.0005139951232851805
hardcore,Q1_Q12,55.5,11,1,3.4616158079912396e-05
hardcore,Q1_Q12,55.5,11,2,0.00020905955308931308
hardcore,Q1_Q12,55.5,11,3,0.0011218106329297557
hardcore,Q1_Q12,55.5,11,4,0.0017492826279327585
hardcore,Q1_Q12,55.5,11,5,0.003728269761410065
hardcore,Q1_Q12,55.5,11,6,0.005547008493510339
hardcore,Q1_Q12,55.5,11,7,0.0006601434338587904
hardcore,Q1_Q12,55.5,11,8,0.00025760096496310055
hardcore,Q1_Q12,55.5,11,9,0.0012646370509623959
hardcore,Q1_Q12,55.5,11,10,0.0001430979734569278
hardcore,Q1_Q12,55.5,11,11,0.0
hardcore,Q1_Q12,55.5,11,12,6.833604947708209e-05
hardcore,Q1_Q12,55.5,12,1,5.35940789431671e-05
hardcore,Q1_Q12,55.5,12,2,5.69804546009568e-05
hardcore,Q1_Q12,55.5,12,3,3.0379963789790592e-05
hardcore,Q1_Q12,55.5,12,4,0.0012528690894695119
hardcore,Q1_Q12,55.5,12,5,0.001424765483785455
hardcore,Q1_Q12,55.5,12,6,0.00017714765333073581
hardcore,Q1_Q12,55.5,12,7,0.002679848950144088
hardcore,Q1_Q12,55.5,12,8,0.0007530117805830237
hardcore,Q1_Q12,55.5,12,9,5.497997967282157e-05
hardcore,Q1_Q12,55.5,12,10,0.0005139951232851805
hardcore,Q1_Q12,55.5,12,11,6.833604947708209e-05
hardcore,Q1_Q12,55.5,12,12,0.0
hardcore,Q6_Q7,10.5,1,1,0.0
hardcore,Q6_Q7,10.5,1,2,1.627315135753958e-12
hardcore,Q6_Q7,10.5,1,3,2.3570730226262975e-10
hardcore,Q6_Q7,10.5,1,4,1.2026265450749658e-08
hardcore,Q6_Q7,10.5,1,5,2.5795455803210347e-07
hardcore,Q6_Q7,10.5,1,6,1.8985536500145039e-06
hardcore,Q6_Q7,10.5,1,7,1.775718366579838e-06
hardcore,Q6_Q7,10.5,1,8,2.671905102402262e-06
hardcore,Q6_Q7,10.5,1,9,5.715333043466705e-07
hardcore,Q6_Q7,10.5,1,10,4.863265569971372e-08
hardcore,Q6_Q7,10.5,1,11,2.195489519362415e-09
hardcore,Q6_Q7,10.5,1,12,6.320562937499974e-11
hardcore,Q6_Q7,10.5,2,1,1.627315135753958e-12
hardcore,Q6_Q7,10.5,2,2,0.0
hardcore,Q6_Q7,10.5,2,3,3.0940848025278234e-09
hardcore,Q6_Q7,10.5,2,4,2.834567679708956e-07
hardcore,Q6_Q7,10.5,2,5,7.751291574753163e-06
hardcore,Q6_Q7,10.5,2,6,6.555193313513695e-05
hardcore,Q6_Q7,10.5,2,7,6.892346330572701e-05
hardcore,Q6_Q7,10.5,2,8,9.951621136130004e-05
hardcore,Q6_Q7,10.5,2,9,2.1085124894873156e-05
hardcore,Q6_Q7,10.5,2,10,1.786320141948929e-06
hardcore,Q6_Q7,10.5,2,11,8.043735997817276e-08
hardcore,Q6_Q7,10.5,2,12,2.3117554537738024e-09
hardcore,Q6_Q7,10.5,3,1,2.3570730226262975e-10
hardcore,Q6_Q7,10.5,3,2,3.0940848025278234e-09
hardcore,Q6_Q7,10.5,3,3,0.0
hardcore,Q6_Q7,10.5,3,4,2.643011233283714e-06
hardcore,Q6_Q7,10.5,3,5,0.0001290685128229923
hardcore,Q6_Q7,10.5,3,6,0.0013957510794404089
hardcore,Q6_Q7,10.5,3,7,0.0017481015529095315
hardcore,Q6_Q7,10.5,3,8,0.0023798993353304656
hardcore,Q6_Q7,10.5,3,9,0.0004972321967534539
hardcore,Q6_Q7,10.5,3,10,4.18524564564447e-05
hardcore,Q6_Q7,10.5,3,11,1.8774768653733675e-06
hardcore,Q6_Q7,10.5,3,12,5.382123061231506e-08
hardcore,Q6_Q7,10.5,4,1,1.2026265450749658e-08
hardcore,Q6_Q7,10.5,4,2,2.834567679708956e-07
hardcore,Q6_Q7,10.5,4,3,2.643011233283714e-06
hardcore,Q6_Q7,10.5,4,4,0.0
hardcore,Q6_Q7,10.5,4,5,0.0007490285615671783
hardcore,Q6_Q7,10.5,4,6,0.014629674430146981
hardcore,Q6_Q7,10.5,4,7,0.024819577918893505
hardcore,Q6_Q7,10.5,4,8,0.030755897520141358
hardcore,Q6_Q7,10.5,4,9,0.006276578129472992
hardcore,Q6_Q7,10.5,4,10,0.000522497495640757
hardcore,Q6_Q7,10.5,4,11,2.3287328764397395e-05
hardcore,Q6_Q7,10.5,4,12,6.646564805667423e-07
hardcore,Q6_Q7,10.5,5,1,2.5795455803210347e-07
hardcore,Q6_Q7,10.5,5,2,7.751291574753163e-06
hardcore,Q6_Q7,10.5,5,3,0.0001290685128229923
hardcore,Q6_Q7,10.5,5,4,0.0007490285615671783
hardcore,Q6_Q7,10.5,5,5,0.0
hardcore,Q6_Q7,10.5,5,6,0.046787427954157274
hardcore,Q6_Q7,10.5,5,7,0.15766504675563808
hardcore,Q6_Q7,10.5,5,8,0.16343888325707556
hardcore,Q6_Q7,10.5,5,9,0.03177168050696919
hardcore,Q6_Q7,10.5,5,10,0.002583474069478495
hardcore,Q6_Q7,10.5,5,11,0.00011354555482509984
hardcore,Q6_Q7,10.5,5,12,3.2100903875052182e-06
hardcore,Q6_Q7,10.5,6,1,1.8985536500145039e-06
hardcore,Q6_Q7,10.5,6,2,6.555193313513695e-05
hardcore,Q6_Q7,10.5,6,3,0.0013957510794404089
hardcore,Q6_Q7,10.5,6,4,0.014629674430146981
hardcore,Q6_Q7,10.5,6,5,0.046787427954157274
hardcore,Q6_Q7,10.5,6,6,0.0
hardcore,Q6_Q7,10.5,6,7,0.25980354972825387
hardcore,Q6_Q7,10.5,6,8,0.16049949903948826
hardcore,Q6_Q7,10.5,6,9,0.026115163984383884
hardcore,Q6_Q7,10.5,6,10,0.00193363651531142
hardcore,Q6_Q7,10.5,6,11,8.015867549462984e-05
hardcore,Q6_Q7,10.5,6,12,2.1750984640998115e-06
hardcore,Q6_Q7,10.5,7,1,1.775718366579838e-06
hardcore,Q6_Q7,10.5,7,2,6.892346330572701e-05
hardcore,Q6_Q7,10.5,7,3,0.0017481015529095315
hardcore,Q6_Q7,10.5,7,4,0.024819577918893505
hardcore,Q6_Q7,10.5,7,5,0.15766504675563808
hardcore,Q6_Q7,10.5,7,6,0.25980354972825387
hardcore,Q6_Q7,10.5,7,7,0.0
hardcore,Q6_Q7,10.5,7,8,0.0471877088564981
hardcore,Q6_Q7,10.5,7,9,0.015221216081772525
hardcore,Q6_Q7,10.5,7,10,0.0015250237307284297
hardcore,Q6_Q7,10.5,7,11,7.524622217061734e-05
hardcore,Q6_Q7,10.5,7,12,2.2941505240522146e-06
