molecule,qubits,lambda_one,lambda_max,terms,time,qdrift,first_order_deterministic,first_order_random,higher_order_deterministic,higher_order_deterministic_k,higher_order_random,higher_order_random_k
ethane,60,768.13800000000003,4.0704099999999999,467403,2818382.931264455,9373644880253528694445,6719250065149945971733250793148800,105955951076075225549228028,1152280597869010082603850,2,93195056270043787317990,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3162277.6601683795,11800719740884859385140,8459034655216874399627397636569055,125928883739155130946531141,1330632875721938333655660,2,107619972038177306731500,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3548133.892335753,14856225959260349824867,10649293686700024210814837081490549,149666758682426738707483191,1536590873114292258727680,2,124277604897344861642970,2
ethane,60,768.13800000000003,4.0704099999999999,467403,3981071.7055349774,18702880383468349089035,13406666439845897996922378151941081,177879275910018008286299778,1774427458105104359193060,2,143513539230081787296360,2
ethane,60,768.13800000000003,4.0704099999999999,467403,4466835.9215096347,23545531388494088340592,16877993068570026143471868155312739,211409915457418327457353239,2049076861751878019649120,2,165726849655520786160750,2
ethane,60,768.13800000000003,4.0704099999999999,467403,5011872.3362727249,29642067799171445126514,21248134374108601958221398354329157,251261155225352411599130892,2366237045188118141595510,2,191378380354375257179400,2
ethane,60,768.13800000000003,4.0704099999999999,467403,5623413.2519034911,37317152410501451764688,26749816316782449996477179647950018,298624442431501662840520785,2720232408466908688575000,3,221000305884271634964750,2
ethane,60,768.13800000000003,4.0704099999999999,467403,6309573.4448019424,46979511465375195232625,33676023522023778183831717855091920,354915814747634334802444143,3111281765944497995918250,3,255207171837056294622390,2
ethane,60,768.13800000000003,4.0704099999999999,467403,7079457.8438413879,59143700817434910788790,42395601780053824918637027063495568,421818236100419036427065619,3558546761289415548109650,3,294708644390949389033670,2
ethane,60,768.13800000000003,4.0704099999999999,467403,7943282.3472428219,74457507906618723725330,53372900429215749654176118081069138,501331912864996563803819679,4070108722038722305605750,3,340324233263690414641770,2
ethane,60,768.13800000000003,4.0704099999999999,467403,8912509.3813374583,93736448802505659131135,67192500651499444128521034720751884,595834094773101579392329821,4655210713943973249106800,3,393000293513586411110310,2
ethane,60,768.13800000000003,4.0704099999999999,467403,10000000,118007197408815362760000,84590346552168735008235361153452300,708150148425567065327616207,5324424547650867378409350,3,453829658913072519637830,2
ethane,60,768.13800000000003,4.0704099999999999,467403,11220184.543019652,148562259592566826330684,106492936867000672138640782437255678,841638028320240606296615022,6089841793568260058391900,3,524074314214797873964110,2
ethane,60,768.13800000000003,4.0704099999999999,467403,12589254.117941687,187028803834641654124230,134066664398458967721577799026837506,1000288670856799374777886503,6965292256244468078326650,3,605191576676048366730420,2
ethane,60,768.13800000000003,4.0704099999999999,467403,14125375.446227554,235455313884893924819126,168779930685700235533059213870231723,1188845312835108552514208439,7966593855716220072396300,3,698864330011493370778410,2
ethane,60,768.13800000000003,4.0704099999999999,467403,15848931.924611142,296420677991661816466543,212481343741086028943518919840416617,1412945301756261368196590421,9111838430766447282681150,3,807035938017130850567190,2
ethane,60,768.13800000000003,4.0704099999999999,467403,17782794.100389227,373171524104955377274283,267498163167824450859262402536078390,1679288637681239034608402205,10421718628076119206709350,3,931950562194244845812280,2
ethane,60,768.13800000000003,4.0704099999999999,467403,19952623.149688829,469795114653685857524064,336760235220237914396324147126410599,1995838285605339553513695651,11919901783608249545514300,3,1076199719815219677289770,2
ethane,60,768.13800000000003,4.0704099999999999,467403,22387211.385683425,591437008174274781049594,423956017800538278029770449627918621,2372058247161319355508731970,13633457551632761140430250,3,1242776048339167148191590,2
ethane,60,768.13800000000003,4.0704099999999999,467403,25118864.315095823,744575079066103785263450,533729004292157488830120480049610223,2819196509368920108333289755,15593347007931197820149100,3,1435135391590540406801430,2
ethane,60,768.13800000000003,4.0704099999999999,467403,28183829.312644549,937364488024963186179445,671925006514994597172842496154956393,3350621329853848373926225008,17834982064454433944719950,3,1657268495759664940683780,2
ethane,60,768.13800000000003,4.0704099999999999,467403,31622776.601683792,1180071974088048333527681,845903465521687172464035128601784080,3982220912579600940434796228,20398865303117450947502250,3,1913783802652540169903070,2
ethane,60,768.13800000000003,4.0704099999999999,467403,35481338.923357606,1485622595925550764642826,1064929368670006983176584777798919733,4732878423344981195553667605,23331321789453518052594900,3,2210003057844167279302170,2
ethane,60,768.13800000000003,4.0704099999999999,467403,39810717.055349775,1870288038346284560620128,1340666643984589867043603192404471905,5625036546760856935243151361,26685336088771490897099250,3,2552071717251568217228850,2
ethane,60,768.13800000000003,4.0704099999999999,467403,44668359.215096347,2354553138848791227705150,1687799306857002614346421972761624783,6685368463474689409784413836,30521509608293808547848600,3,2947086442655362292579220,2
ethane,60,768.13800000000003,4.0704099999999999,467403,50118723.362727247,2964206779916451546924700,2124813437410860195821281667693976090,7945575308096252032033375704,34909155562839133520514750,3,3403242331231146786432750,2
ethane,60,768.13800000000003,4.0704099999999999,467403,56234132.519034907,3731715241049367656135203,2674981631678244999646755084784874937,9443333949718684475000196222,39927551348242017104559750,3,3930002933559980935101120,2
ethane,60,768.13800000000003,4.0704099999999999,467403,63095734.44801943,4697951146536648620249747,3367602352202378885840100000666287784,11223423431178862381206604884,45667370950794384332794500,3,4538296587363967797244800,2
ethane,60,768.13800000000003,4.0704099999999999,467403,70794578.438413873,5914370081742510567918965,4239560178005381294154905688229170942,13339063744627206974709654489,52232323273941967833531000,3,5240743140167032415393970,2
ethane,60,768.13800000000003,4.0704099999999999,467403,79432823.472428218,7445750790660774095870145,5337290042921574965416251703927845837,15853506969274752693710369775,59741025984050056847144250,3,6051915764539228110757710,2
ethane,60,768.13800000000003,4.0704099999999999,467403,89125093.813374594,9373644880249337833390861,6719250065149947428499606277276151466,18841928342149253379244759467,68329148732483278463445750,3,6988643297624046064551150,2
ethane,60,768.13800000000003,4.0704099999999999,467403,100000000,11800719740880153627600000,8459034655216873500821823845684523000,22393673799901224052542871572,78151864478425856704791750,3,8070359377377886203313170,2
