displacement_um,field_v_m,excess_energy_mk,density_cm3,density_over_peak,classical_rate_s,classical_survival,parameter_status
4.200000000000003,1.0613999254284656,10.853303241254052,159418074496.7941,0.9963629656049631,0.42563342684982264,0.9183959297032656,printed_shape_reconstructed_peak_density
4.400000000000002,1.1119427790202971,11.911561833938682,159702834304.14215,0.9981427144008884,0.40632616800221394,0.9219491271262916,printed_shape_reconstructed_peak_density
4.600000000000001,1.1624856326121284,13.019041756515616,159892956703.4922,0.9993309793968261,0.3878268617589702,0.925366529033022,printed_shape_reconstructed_peak_density
4.800000000000001,1.21302848620396,14.175743008984867,159988102762.39532,0.9999256422649708,0.3701083980264019,0.9286515608237684,printed_shape_reconstructed_peak_density
5.0,1.2635713397957915,15.381665591346422,159988102762.39532,0.9999256422649708,0.3531407076579229,0.9318083285288488,printed_shape_reconstructed_peak_density
5.200000000000003,1.3141141933876237,16.636809503600304,159892956703.4922,0.9993309793968261,0.33689228987946895,0.9348413362195748,printed_shape_reconstructed_peak_density
5.400000000000002,1.3646570469794552,17.941174745746476,159702834304.14215,0.9981427144008884,0.3213313042725168,0.9377552787649336,printed_shape_reconstructed_peak_density
5.600000000000001,1.4151999005712868,19.29476131778496,159418074496.7941,0.9963629656049631,0.30642633287427573,0.9405548926299101,printed_shape_reconstructed_peak_density
5.800000000000001,1.4657427541631183,20.69756921971575,159039184421.06046,0.9939949026316278,0.29214689477145156,0.9432448509853212,printed_shape_reconstructed_peak_density
6.0,1.5162856077549498,22.149598451538846,158566837918.71017,0.9910427369919386,0.2784637768034423,0.9458296923548302,printed_shape_reconstructed_peak_density
6.200000000000003,1.566828461346782,23.650849013254273,158001873536.73413,0.9875117096045883,0.26534922909056574,0.948313774417697,printed_shape_reconstructed_peak_density
6.400000000000002,1.6173713149386135,25.20132090486199,157345292046.7673,0.9834080752922957,0.25277706242922504,0.950701246493351,printed_shape_reconstructed_peak_density
6.600000000000001,1.667914168530445,26.801014126362016,156598253491.1383,0.9787390843196144,0.24072267554318103,0.9529960357372369,printed_shape_reconstructed_peak_density
6.800000000000001,1.7184570221222766,28.449928677754347,155762073767.7507,0.9735129610484419,0.22916303321469558,0.9552018432520402,printed_shape_reconstructed_peak_density
7.0,1.7689998757141077,30.14806455903897,154838220767.86804,0.9677388797991753,0.21807661099280684,0.9573221472301583,printed_shape_reconstructed_peak_density
7.200000000000003,1.81954272930594,31.895421770215954,153828310082.6686,0.9614269380166788,0.20744331812299774,0.9593602109473228,printed_shape_reconstructed_peak_density
7.399999999999999,1.8700855828977712,33.69200031128519,152734100296.14584,0.9545881268509115,0.19724440727140113,0.9613190939686618,printed_shape_reconstructed_peak_density
7.600000000000001,1.9206284364896031,35.53780018224678,151557487883.54718,0.9472342992721698,0.18746237729812268,0.9632016653433748,printed_shape_reconstructed_peak_density
7.800000000000004,1.9711712900814355,37.43282138310068,150300501736.06198,0.9393781358503874,0.17808087358990468,0.965010617881203,printed_shape_reconstructed_peak_density
8.0,2.0217141436732664,39.37706391384684,148965297333.8762,0.9310331083367261,0.16908458915446645,0.9667484828454552,printed_shape_reconstructed_peak_density
8.200000000000003,2.072256997265099,41.37052777448536,147554150591.00748,0.9222134411937968,0.16045916870185106,0.9684176445809861,printed_shape_reconstructed_peak_density
8.399999999999999,2.122799850856929,43.41321296501611,146069451396.50592,0.912934071228162,0.15219111721125153,0.970020354734746,printed_shape_reconstructed_peak_density
8.600000000000001,2.1733427044487614,45.50511948543925,144513696877.6531,0.9032106054853319,0.14426771394366866,0.9715587458317804,printed_shape_reconstructed_peak_density
8.800000000000004,2.2238855580405943,47.64624733575473,142889484411.7087,0.8930592775731795,0.1366769324647392,0.9730348440488824,printed_shape_reconstructed_peak_density
9.0,2.274428411632425,49.83659651596241,141199504413.53528,0.8824969025845955,0.12940736695281066,0.9744505810876485,printed_shape_reconstructed_peak_density
9.200000000000003,2.324971265224257,52.076167026062464,139446532927.07693,0.8715408307942308,0.12244816485813567,0.9758078050931718,printed_shape_reconstructed_peak_density
9.399999999999999,2.3755141188160875,54.36495886605478,137633424049.17404,0.8602089003073378,0.11578896582972326,0.9771082905976382,printed_shape_reconstructed_peak_density
9.600000000000001,2.42605697240792,56.70297203593947,135763102214.55893,0.8485193888409933,0.10941984672170367,0.9783537474924094,printed_shape_reconstructed_peak_density
9.800000000000004,2.476599825999753,59.090206535716476,133838554371.10597,0.8364909648194123,0.10333127241961433,0.9795458290498856,printed_shape_reconstructed_peak_density
10.0,2.527142679591583,61.52666236538569,131862822074.48978,0.8241426379655611,0.09751405218015362,0.9806861390291333,printed_shape_reconstructed_peak_density
