delta,radius,site_count,inverse_boundary_length,realization,seed,probe_index,real_E,imag_E,finite_potential,geometry_potential,amoeba_potential,absolute_difference
0.0,55,6161,0.01818181818181818,0,3922379704,18,0.07999999999999999,0.09999999999999998,0.12202287581303695,0.04726181348298877,0.31068284921704975,0.07476106233004817
0.0,55,6161,0.01818181818181818,0,3922379704,19,0.16,0.09999999999999998,0.12611677179528355,0.04733393374235685,0.3115241219099534,0.0787828380529267
0.0,55,6161,0.01818181818181818,0,3922379704,20,-0.16,0.18,0.14728743702202385,0.08515026247053452,0.31522304919731525,0.06213717455148933
0.0,55,6161,0.01818181818181818,0,3922379704,21,-0.08,0.18,0.1449548620486894,0.08502077710574574,0.31434829377432116,0.059934084942943666
0.0,55,6161,0.01818181818181818,0,3922379704,22,0.0,0.18,0.14390536598017797,0.08497767931497673,0.31454678782337747,0.05892768666520125
0.0,55,6161,0.01818181818181818,0,3922379704,23,0.07999999999999999,0.18,0.14495486197205068,0.08502077710574574,0.3143482937743255,0.05993408486630494
0.0,55,6161,0.01818181818181818,0,3922379704,24,0.16,0.18,0.14728743702202385,0.0851502624705345,0.31522304919731536,0.062137174551489344
0.0,60,7321,0.016666666666666666,0,3661743947,0,-0.16,-0.14,0.1375486131167832,0.06625056070992372,0.31301879122762066,0.07129805240685949
0.0,60,7321,0.016666666666666666,0,3661743947,1,-0.08,-0.14,0.13472769712661467,0.06614970249029017,0.3121849580039453,0.0685779946363245
0.0,60,7321,0.016666666666666666,0,3661743947,2,0.0,-0.14,0.13325136000965995,0.06611613254671064,0.312906981203851,0.06713522746294931
0.0,60,7321,0.016666666666666666,0,3661743947,3,0.07999999999999999,-0.14,0.13472769933040837,0.06614970249029024,0.31218338365071446,0.06857799684011813
0.0,60,7321,0.016666666666666666,0,3661743947,4,0.16,-0.14,0.1375486131167832,0.06625056070992372,0.31301879122765136,0.07129805240685949
