epsilon,epsilon_out,success_probability,identity
0.0645,0.011572735086765535,0.37303926192631964,0.0645
0.06475,0.011717254650579195,0.37161599649820437,0.06475
0.065,0.011863039790973761,0.3701984420722301,0.065
0.06525,0.012010096915858606,0.3687865789948436,0.06525
0.0655,0.012158432438081223,0.36738038766888637,0.0655
0.06575,0.012308052775237137,0.3659798485534644,0.06575
0.066,0.012458964349479096,0.36458494216381937,0.066
0.06625,0.01261117358732324,0.3631956490712005,0.06625
0.0665,0.0127646869194527,0.36181194990273463,0.0665
0.06675,0.012919510780519474,0.3604338253412975,0.06675
0.067,0.013075651608943247,0.3590612561253854,0.067
0.06725,0.01323311584670713,0.35769422304898796,0.06725
0.0675,0.013391909939152472,0.3563327069614593,0.0675
0.06775,0.01355204033477047,0.3549766887673901,0.06775
0.068,0.013713513484990371,0.35362614942648013,0.068
0.06825,0.013876335843966409,0.3522810699534119,0.06825
0.0685,0.014040513868361556,0.3509414314177228,0.0685
0.06875,0.014206054017129238,0.34960721494367786,0.06875
0.069,0.014372962751292219,0.34827840171014346,0.069
0.06925,0.014541246533717767,0.34695497295046146,0.06925
0.0695,0.01471091182889304,0.34563690995232277,0.0695
0.06975,0.014881965102694912,0.34432419405764025,0.06975
0.07,0.015054412822159175,0.34301680666242396,0.07
0.07025,0.015228261455246066,0.341714729216656,0.07025
0.07050000000000001,0.015403517470603674,0.34041794322416474,0.07050000000000001
0.07075000000000001,0.015580187337328572,0.3391264302424986,0.07075000000000001
0.07100000000000001,0.01575827752472415,0.3378401718828027,0.07100000000000001
0.07125000000000001,0.015937794502055562,0.33655914980969376,0.07125000000000001
0.07150000000000001,0.016118744738302347,0.3352833457411357,0.07150000000000001
0.07175000000000001,0.016301134701909012,0.3340127414483146,0.07175000000000001
0.07200000000000001,0.01648497086053198,0.3327473187555153,0.07200000000000001
0.07225,0.01667025968078443,0.3314870595399983,0.07225
0.0725,0.016857007627978114,0.3302319457318744,0.0725
0.07275,0.01704522116586267,0.32898195931398355,0.07275
0.073,0.017234906756362592,0.3277370823217692,0.073
0.07325,0.017426070859310132,0.32649729684315787,0.07325
0.0735,0.017618719932177476,0.325262585018434,0.0735
0.07375,0.017812860429804504,0.32403292904012004,0.07375
0.074,0.018008498804124307,0.3228083111528512,0.074
0.07425,0.018205641503886254,0.32158871365325625,0.07425
0.0745,0.01840429497437657,0.3203741188898334,0.0745
0.07475,0.018604465657134535,0.3191645092628303,0.07475
0.075,0.01880615998966832,0.31795986722412106,0.075
0.07525,0.019009384405165315,0.31676017527708666,0.07525
0.0755,0.01921414533220314,0.31556541597649235,0.0755
0.07575,0.019420449194453238,0.31437557192836835,0.07575
0.076,0.019628302410387034,0.3131906257898877,0.076
0.07625,0.019837711392974054,0.3120105602692476,0.07625
0.0765,0.02004868254938152,0.3108353581255474,0.0765
0.07675,0.02026122228066811,0.30966500216867066,0.07675
0.077,0.020475336981476994,0.3084994752591632,0.077
0.07725,0.020691033039724395,0.307338760308116,0.07725
0.0775,0.020908316836287015,0.30618284027704334,0.0775
0.07775,0.021127194744684146,0.3050316981777661,0.07775
0.078,0.021347673130760365,0.30388531707229094,0.078
0.07825,0.021569758352362054,0.30274368007269303,0.07825
0.0785,0.02179345675901347,0.30160677034099637,0.0785
0.07875,0.022018774691588368,0.3004745710890569,0.07875
0.079,0.022245718481979915,0.2993470655784429,0.079
0.07925,0.022474294452767156,0.2982242371203187,0.07925
0.0795,0.022704508916878603,0.2971060690753256,0.0795
0.07975,0.022936368177253374,0.2959925448534658,0.07975
0.08,0.023169878526499346,0.2948836479139839,0.08
0.08025,0.02340504624654792,0.2937793617652513,0.08025
0.0805,0.023641877608306758,0.2926796699646478,0.0805
0.08075,0.02388037887130921,0.2915845561184466,0.08075
0.081,0.024120556283361093,0.29049400388169655,0.081
0.08125,0.024362416080183837,0.28940799695810737,0.08125
0.0815,0.02460596448505675,0.288326519099932,0.0815
0.08175,0.02485120770845326,0.2872495541078527,0.08175
0.082,0.025098151947678518,0.2861770858308638,0.082
0.08225,0.02534680338649958,0.28510909816615804,0.08225
0.0825,0.025597168194776594,0.28404557505900935,0.0825
0.08275,0.025849252528088798,0.2829865005026604,0.08275
0.083,0.02610306252735869,0.2819318585382055,0.083
0.08325,0.026358604318473023,0.2808816332544781,0.08325
0.0835,0.026615884011901396,0.2798358087879348,0.0835
0.08375,0.026874907702311393,0.27879436932254265,0.08375
0.084,0.02713568146818125,0.27775729908966396,0.084
0.08425,0.027398211371410148,0.27672458236794395,0.08425
0.0845,0.027662503456924777,0.2756962034831959,0.0845
0.08475,0.02792856375228419,0.2746721468082893,0.08475
